"球员","所属球队","出场.替补.","出场时间","进球.点.","分钟.球","射门","射正","入球转化率","被侵犯","越位","最佳","生日","惯用脚","国籍","合同截止期","位置","铲断","拦截","解围","偷球","封堵","头球","犯规","总传球","传球成功率","关键传球","助攻","分钟.助攻","长传","直塞","带球摆脱","联赛","名次","身价"
"沙拉莫恩","弗洛西诺尼","20(1)",1724,"0",0,11,2,"0%",8,0,1,"1991-05-01","右脚","波兰","2019-06-30","中场",16,28,140,0,18,43,20,771,0.822,1,0,0,134,0,2,"意甲",NA,90
"巴尔迪","弗洛西诺尼","3",270,"0",0,0,0,"0%",0,0,0,"1992-01-18","右脚","意大利","2022-06-30","守门员",0,0,4,0,0,1,0,59,0.508,0,0,0,42,0,0,"意甲",NA,90
"卢卡.帕加尼尼","弗洛西诺尼","14(2)",1120,"2",560,28,5,"7.1%",35,2,0,"1993-06-08","右脚","意大利","2020-06-30","中场",27,19,13,17,4,37,26,371,0.763,9,0,0,34,0,4,"意甲",NA,117
"克拉因茨","弗洛西诺尼","9",790,"0",0,3,1,"0%",4,0,0,"1994-09-19","左脚","斯洛文尼亚","2022-06-30","后卫",10,10,36,0,3,22,4,367,0.823,1,0,0,53,0,3,"意甲",NA,135
"弗朗西斯.科卡萨特","弗洛西诺尼","18(4)",1216,"2",608,13,3,"15.4%",20,0,0,"1997-07-16","右脚","意大利","2019-06-30","中场",20,6,11,13,1,8,29,299,0.789,8,2,608,36,0,15,"意甲",NA,315
"莫利纳罗","弗洛西诺尼","14(1)",1160,"0",0,1,0,"0%",21,4,0,"1983-07-30","左脚","意大利","2019-06-30","后卫",15,15,36,3,4,19,15,441,0.71,14,0,0,80,0,7,"意甲",NA,27
"布里希迪","弗洛西诺尼","11",990,"0",0,3,1,"0%",18,0,0,"1989-08-01","右脚","意大利","2020-06-30","后卫",25,29,35,2,7,16,16,518,0.778,2,0,0,77,1,1,"意甲",NA,90
"爱德华多戈尔达","弗洛西诺尼","29",2610,"1",2610,12,2,"8.3%",36,3,1,"1993-11-02","双脚","意大利","2019-06-30","后卫",43,57,113,7,16,66,46,998,0.756,7,1,2610,197,0,6,"意甲",NA,270
"迪奥尼西","弗洛西诺尼","9(8)",197,"1",197,11,3,"9.1%",8,5,0,"1987-06-16","右脚","意大利","2021-06-30","前锋",3,0,0,8,0,3,9,50,0.74,6,0,0,0,0,1,"意甲",NA,171
"A.皮纳蒙蒂","弗洛西诺尼","27(10)",1623,"5",324.6,59,16,"8.5%",30,8,1,"1999-05-19","右脚","意大利","2021-06-30","前锋",14,5,16,29,3,57,27,381,0.732,15,3,541,16,0,15,"意甲",NA,900
"安德列贝格托","弗洛西诺尼","27(2)",2227,"0",0,22,3,"0%",15,3,0,"1994-10-11","左脚","意大利","2022-06-30","中场",25,18,41,11,4,6,24,722,0.686,54,3,742.3,146,1,7,"意甲",NA,81
"米尔科.戈里","弗洛西诺尼","10(8)",321,"0",0,4,3,"0%",1,0,0,"1993-02-04","左脚","意大利","2019-06-30","中场",17,4,8,3,0,3,6,129,0.775,3,0,0,18,0,2,"意甲",NA,162
"赞帕诺","弗洛西诺尼","27(3)",2104,"0",0,15,4,"0%",24,5,0,"1993-09-30","右脚","意大利","2019-06-30","后卫",36,13,33,17,4,13,31,673,0.738,14,1,2104,66,0,10,"意甲",NA,162
"萨姆马科","弗洛西诺尼","8(2)",552,"1",552,6,1,"16.7%",7,0,0,"1983-03-17","右脚","意大利","2019-06-30","中场",15,3,1,5,0,7,8,316,0.794,6,0,0,40,0,6,"意甲",NA,27
"劳里尼","佛罗伦萨","15(5)",922,"0",0,2,1,"0%",21,0,0,"1989-06-10","右脚","法国、意大利","2020-06-30","后卫",14,12,26,9,5,20,16,446,0.791,7,0,0,66,0,11,"意甲",191,180
"米拉拉斯","佛罗伦萨","27(12)",1362,"2",681,31,9,"6.5%",25,4,0,"1987-10-05","右脚","比利时、西班牙","2019-06-30","中场",17,4,6,15,0,9,16,363,0.771,27,1,1362,23,1,13,"意甲",191,630
"泰拉施安奧","佛罗伦萨","10",900,"0",0,0,0,"0%",1,0,2,"1990-03-08","右脚","意大利","2019-06-30","守门员",0,1,10,0,0,2,0,251,0.733,0,0,0,108,0,0,"意甲",191,72
"帕亚茨","佛罗伦萨","19(11)",744,"1",744,19,7,"5.3%",16,0,0,"1995-05-06","右脚","克罗地亚","2019-06-30","中场",9,6,5,12,0,11,10,212,0.759,16,1,744,12,0,11,"意甲",191,1350
"尼古拉","佛罗伦萨","34",3010,"3",1003.3,29,12,"10.3%",19,1,2,"1997-10-12","右脚","塞尔维亚","2022-06-30","中场",58,51,138,8,22,109,60,1642,0.798,4,0,0,239,1,10,"意甲",191,2250
"L.穆里尔","佛罗伦萨","19(3)",1443,"6",240.5,46,16,"13%",15,3,1,"1991-04-16","右脚","哥伦比亚","2019-06-30","前锋",19,3,1,29,0,15,21,361,0.626,20,0,0,22,6,30,"意甲",191,1170
"马克.本何萨","佛罗伦萨","32(3)",2327,"7",332.4,59,21,"11.9%",21,2,1,"1994-09-08","右脚","意大利","2022-06-30","中场",30,9,26,14,3,16,25,789,0.768,32,1,2327,52,4,16,"意甲",191,1350
"费代里科.基耶萨","佛罗伦萨","37(3)",3037,"6",506.2,131,41,"4.6%",58,10,2,"1997-10-25","右脚","意大利","2022-06-30","中场",43,11,6,67,1,14,56,826,0.719,54,3,1012.3,48,8,75,"意甲",191,4500
"D.弗拉霍维奇","佛罗伦萨","10(9)",152,"0",0,10,1,"0%",2,0,0,"2000-01-28","左脚","塞尔维亚","2023-06-30","前锋",0,0,4,5,0,3,5,37,0.622,3,0,0,2,0,1,"意甲",191,90
"西蒙尼","佛罗伦萨","36(9)",2458,"6",409.7,66,27,"9.1%",57,15,2,"1995-07-05","右脚","阿根廷、西班牙","2022-06-30","前锋",42,4,13,60,2,40,47,334,0.689,30,3,819.3,7,5,25,"意甲",191,2250
"比拉吉","佛罗伦萨","36",3195,"1",3195,33,6,"3%",26,3,1,"1992-09-01","左脚","意大利","2021-06-30","后卫",52,42,91,11,17,40,36,1348,0.755,62,4,798.8,180,0,15,"意甲",191,675
"大卫.汉考克","佛罗伦萨","4(1)",282,"0",0,2,0,"0%",2,0,0,"1997-12-13","左脚","斯洛伐克","2023-06-30","后卫",8,3,10,2,1,8,1,104,0.712,3,0,0,14,0,0,"意甲",191,180
"维多利亚修格","佛罗伦萨","30(3)",2494,"0",0,16,1,"0%",17,0,2,"1991-05-20","右脚","巴西","2021-06-30","后卫",62,74,134,3,14,76,44,1294,0.872,7,2,1247,138,0,2,"意甲",191,675
"尼古拉","佛罗伦萨","34",3010,"3",1003.3,29,12,"10.3%",19,1,2,"1997-10-12","右脚","塞尔维亚","2022-06-30","后卫",58,51,138,8,22,109,60,1642,0.798,4,0,0,239,1,10,"意甲",191,2250
"B.达博","佛罗伦萨","22(16)",824,"1",824,9,4,"11.1%",20,1,0,"1992-02-18","右脚","布基纳法索、法国","2021-06-30","中场",10,11,18,7,6,28,13,390,0.803,11,1,824,26,2,5,"意甲",191,405
"切凯里尼","佛罗伦萨","15(4)",992,"0",0,1,1,"0%",20,1,0,"1992-05-11","右脚","意大利","2022-06-30","后卫",13,20,39,2,8,32,17,578,0.856,3,0,0,82,1,6,"意甲",191,252
"佩泽拉","佛罗伦萨","32",2852,"2",1426,26,6,"7.7%",27,0,1,"1991-06-27","右脚","阿根廷、意大利","2022-06-30","后卫",58,57,152,10,30,120,32,1624,0.857,6,1,2852,230,0,4,"意甲",191,1620
"钱伯斯","富勒姆","31(2)",2586,"2",1293,35,11,"5.7%",4,0,0,"1995-01-20","右脚","英格兰","2019-05-31","后卫",69,69,105,27,10,62,34,1481,0.788,16,0,0,202,2,20,"英超",NA,1260
"马库斯","甘冈","33(12)",1886,"1",1886,27,7,"3.7%",49,6,0,"1996-06-24","右脚","法国、瓜德罗普","2023-06-30","中场",41,24,6,51,0,67,47,505,0.679,16,2,943,14,0,23,"法甲",NA,270
"布罗佐维奇","国际米兰","32(1)",2657,"2",1328.5,25,6,"8%",28,0,3,"1992-11-16","双脚","克罗地亚","2021-06-30","中场",105,46,28,26,7,23,48,2510,0.898,53,1,2657,285,5,22,"意甲",26,3600
"安布罗西奥","国际米兰","30(1)",2581,"2",1290.5,16,5,"12.5%",37,9,2,"1988-09-09","右脚","意大利","2021-06-30","后卫",69,26,31,17,8,25,47,1625,0.847,34,5,516.2,157,2,12,"意甲",26,1080
"德弗里","国际米兰","28",2520,"2",1260,18,6,"11.1%",10,0,0,"1992-02-05","右脚","荷兰","2023-06-30","后卫",25,25,95,2,23,53,13,1671,0.914,6,0,0,160,1,4,"意甲",26,3600
"D.恩里克","国际米兰","11(2)",777,"0",0,6,0,"0%",17,0,0,"1993-09-08","左脚","巴西","2022-06-30","后卫",34,7,11,7,3,24,9,415,0.798,10,1,777,53,1,3,"意甲",26,1080
"坎德雷瓦","国际米兰","17(12)",464,"1",464,20,6,"5%",9,3,0,"1987-02-28","右脚","意大利","2020-06-30","中场",1,3,5,8,0,1,8,193,0.813,9,0,0,11,0,5,"意甲",26,1260
"C.苏亚雷斯","国际米兰","3",259,"0",0,4,1,"0%",3,0,0,"1991-08-31","右脚","葡萄牙、德国","2019-06-30","后卫",8,2,2,1,1,4,2,157,0.809,6,1,259,16,0,0,"意甲",26,1350
"波利坦奴","国际米兰","36(5)",2599,"5",519.8,79,23,"6.3%",44,2,1,"1993-08-03","左脚","意大利","2019-06-30","中场",18,13,7,32,0,7,13,1216,0.802,65,6,433.2,92,4,43,"意甲",26,2700
"汉达诺维奇","国际米兰","38",3420,"0",0,0,0,"0%",8,0,0,"1984-07-14","右脚","斯洛文尼亚","2021-06-30","守门员",0,0,13,0,0,7,0,961,0.811,0,0,0,368,0,0,"意甲",26,540
"巴雷罗","国际米兰","26(15)",1163,"0",0,12,1,"0%",21,0,0,"1985-01-12","右脚","西班牙","2020-06-30","中场",19,14,17,5,0,3,17,1108,0.935,20,1,1163,68,1,4,"意甲",26,360
"斯克里尼亚尔","国际米兰","35",3150,"0",0,15,3,"0%",27,1,0,"1995-02-11","右脚","斯洛伐克","2022-06-30","后卫",64,26,135,7,29,71,40,2395,0.924,8,1,3150,187,1,10,"意甲",26,4500
"伊卡尔迪","国际米兰","29(5)",2281,"11(5)",380.2,74,30,"8.1%",18,19,2,"1993-02-19","右脚","阿根廷、意大利","2021-06-30","前锋",9,2,20,20,1,44,21,406,0.712,35,4,570.2,14,2,9,"意甲",26,8550
"加格里亚迪尼","国际米兰","18(5)",1061,"5",212.2,22,9,"22.7%",17,1,2,"1994-04-07","右脚","意大利","2021-06-30","中场",20,17,18,10,3,37,26,764,0.872,14,0,0,37,4,5,"意甲",26,1620
"米兰达","国际米兰","14",1160,"0",0,3,1,"0%",9,1,0,"1984-09-07","右脚","巴西","2019-06-30","后卫",10,14,44,1,7,24,20,815,0.893,2,0,0,94,0,0,"意甲",26,315
"B.凯塔","国际米兰","24(16)",881,"5",176.2,30,17,"16.7%",24,8,1,"1995-03-08","双脚","塞内加尔、西班牙","2019-06-30","中场",10,2,1,17,0,5,18,286,0.85,22,2,440.5,7,1,19,"意甲",26,2700
"佩里西奇","国际米兰","34(4)",2707,"8(2)",451.2,99,30,"6.1%",11,9,5,"1989-02-02","双脚","克罗地亚","2022-06-30","中场",34,22,47,20,4,63,27,1117,0.747,58,3,902.3,60,5,19,"意甲",26,4050
"L.马丁内兹","国际米兰","25(12)",1323,"6(1)",264.6,64,20,"7.8%",41,3,0,"1997-08-22","右脚","阿根廷","2023-06-30","前锋",6,3,7,31,0,33,26,241,0.693,19,2,661.5,17,6,13,"意甲",26,2700
"福萨里科","国际米兰","10(2)",726,"0",0,2,1,"0%",10,1,1,"1992-01-10","右脚","克罗地亚","2019-06-30","后卫",21,11,22,4,1,12,9,495,0.855,16,2,363,41,0,2,"意甲",26,2250
"贝西诺","国际米兰","30(7)",2041,"3",680.3,44,16,"6.8%",29,4,1,"1991-08-24","右脚","乌拉圭、意大利","2021-06-30","中场",49,15,21,15,9,53,42,1104,0.826,20,1,2041,58,1,12,"意甲",26,2070
"纳英戈兰","国际米兰","29(7)",1971,"6",328.5,71,18,"8.5%",26,2,0,"1988-05-04","右脚","比利时、印度尼西亚","2022-06-30","中场",35,8,3,45,1,16,31,958,0.844,41,3,657,69,8,24,"意甲",26,3600
"拉诺基亚","国际米兰","3(3)",59,"0",0,2,1,"0%",0,0,0,"1988-02-16","右脚","意大利","2019-06-30","后卫",2,0,2,0,0,5,4,30,0.533,0,0,0,6,0,0,"意甲",26,450
"J.马里奥","国际米兰","20(8)",1082,"1",1082,16,3,"6.2%",22,0,1,"1993-01-19","右脚","葡萄牙、安哥拉","2021-06-30","中场",28,5,2,19,0,5,12,701,0.849,18,2,541,27,2,22,"意甲",26,1800
"阿萨莫阿","国际米兰","32(2)",2671,"0",0,9,1,"0%",69,0,2,"1988-12-09","左脚","加纳","2021-06-30","后卫",44,38,38,23,4,21,27,1930,0.888,32,1,2671,151,0,39,"意甲",26,1260
"巴泽","汉诺威96","3",158,"0",0,5,0,"0%",2,2,0,"1996-08-21","右脚","尼日利亚、德国","2021-06-30","中场",0,1,3,2,0,0,2,16,0.438,0,0,0,0,0,2,"德甲",NA,113
"贝尔纳多","赫罗纳","31",2790,"1",2790,18,7,"5.6%",6,3,1,"1989-07-11","右脚","哥伦比亚、西班牙","2020-06-30","后卫",18,46,190,3,31,126,33,1378,0.861,9,1,2790,186,0,3,"西甲",201,540
"P.邦斯","赫罗纳","34(2)",2796,"1",2796,19,7,"5.3%",49,0,1,"1993-02-20","右脚","西班牙","2022-06-30","中场",84,42,33,38,10,51,70,1177,0.786,17,2,1398,81,3,28,"西甲",201,360
"爱默生·索萨","皇家贝蒂斯","5(1)",316,"0",0,3,1,"0%",13,0,0,"1999-01-14","右脚","巴西","2021-04-30","后卫",8,7,8,1,0,3,5,143,0.825,4,0,0,8,0,0,"西甲",75,4.5
"詹米","皇家贝蒂斯","28(12)",1520,"5",304,40,20,"12.5%",27,24,1,"1993-05-20","右脚","西班牙","2021-06-30","中场",21,15,9,39,0,18,24,355,0.803,10,2,760,14,2,13,"西甲",75,720
"弗兰西斯","皇家贝蒂斯","22",1790,"0",0,10,3,"0%",39,1,0,"1996-03-11","右脚","西班牙","2022-06-30","后卫",49,24,35,21,1,8,9,782,0.816,14,1,1790,49,0,15,"西甲",75,225
"A.曼迪","皇家贝蒂斯","35(1)",3060,"1",3060,6,3,"16.7%",22,1,1,"1991-10-22","右脚","阿尔及利亚、法国","2021-06-30","后卫",53,42,68,5,23,53,56,2576,0.928,16,1,3060,188,1,7,"西甲",75,810
"Z.费迪拿","皇家贝蒂斯","21(2)",1702,"1",1702,16,4,"6.2%",9,0,3,"1989-12-23","左脚","摩洛哥、西班牙","2021-06-30","后卫",39,34,88,6,8,69,29,1264,0.861,7,1,1702,162,1,16,"西甲",75,270
"霍埃尔","皇家贝蒂斯","5",450,"0",0,0,0,"0%",0,0,0,"1990-06-17","右脚","西班牙","2022-06-30","守门员",0,1,5,1,0,2,0,162,0.778,0,0,0,68,0,0,"西甲",75,315
"W·卡普托温","皇家贝蒂斯","10(1)",776,"0",0,3,1,"0%",12,0,0,"1996-07-07","右脚","喀麦隆","2018-06-30","后卫",13,9,6,8,1,6,16,323,0.854,2,0,0,13,0,17,"西甲",75,27
"华金","皇家贝蒂斯","30(13)",1696,"6",282.7,23,12,"26.1%",32,2,1,"1981-07-21","右脚","西班牙","2020-06-30","中场",10,16,28,28,2,15,8,848,0.849,45,0,0,36,1,48,"西甲",75,45
"卡纳莱斯","皇家贝蒂斯","32(2)",2658,"7(2)",531.6,66,25,"7.6%",50,11,3,"1991-02-16","左脚","西班牙","2022-06-30","中场",43,11,4,55,3,6,29,1725,0.886,55,2,1329,126,6,51,"西甲",75,450
"哈维-加西亚","皇家贝蒂斯","13(7)",529,"0",0,0,0,"0%",5,0,0,"1987-02-08","右脚","西班牙","2020-06-30","中场",4,5,27,4,1,16,8,443,0.937,0,0,0,17,0,2,"西甲",75,360
"巴拉甘","皇家贝蒂斯","14(2)",936,"0",0,2,0,"0%",9,0,0,"1987-06-12","右脚","西班牙","2020-06-30","后卫",14,7,23,4,4,10,21,522,0.854,9,0,0,26,0,3,"西甲",75,225
"西德内","皇家贝蒂斯","22(2)",1740,"1",1740,8,2,"12.5%",17,0,2,"1989-08-23","右脚","巴西、葡萄牙","2022-06-30","后卫",49,41,48,8,8,31,15,1235,0.896,2,0,0,119,0,12,"西甲",75,360
"W.卡华浩","皇家贝蒂斯","30(4)",2387,"0",0,10,2,"0%",35,2,0,"1992-04-07","右脚","葡萄牙、安哥拉","2023-06-30","中场",42,13,29,39,0,39,23,1897,0.891,19,5,477.4,145,5,40,"西甲",75,1800
"菲尔波","皇家贝蒂斯","24(2)",1937,"3",645.7,18,7,"16.7%",26,4,1,"1996-08-22","左脚","西班牙、西班牙","2023-06-30","后卫",37,25,33,16,2,35,30,934,0.829,20,4,484.2,48,1,25,"西甲",75,1350
"特略","皇家贝蒂斯","29(16)",1558,"4",389.5,36,18,"11.1%",12,5,1,"1991-08-11","双脚","西班牙","2022-06-30","中场",32,17,10,15,0,4,7,767,0.859,28,6,259.7,46,0,33,"西甲",75,540
"瓜尔达多","皇家贝蒂斯","31(4)",2339,"0",0,26,5,"0%",38,2,0,"1986-09-28","左脚","墨西哥、西班牙","2020-06-30","中场",24,30,23,27,1,15,44,1595,0.89,31,4,584.8,151,6,20,"西甲",75,450
"赫塞","皇家贝蒂斯","14(5)",782,"2",391,20,11,"10%",4,5,0,"1993-02-26","右脚","西班牙","2019-06-30","中场",8,1,0,12,0,3,7,193,0.756,7,0,0,5,0,12,"西甲",75,450
"洛.塞尔索","皇家贝蒂斯","32(5)",2400,"9(2)",342.9,64,29,"10.9%",67,1,4,"1996-04-09","左脚","阿根廷、意大利","2019-06-30","中场",54,17,7,56,1,18,36,1425,0.827,27,4,600,70,10,63,"西甲",75,4500
"加西亚. 洛伦佐","皇家贝蒂斯","33(11)",1958,"6",326.3,59,28,"10.2%",46,25,0,"1993-12-30","右脚","西班牙","2022-06-30","前锋",15,7,17,42,1,23,30,339,0.758,11,0,0,12,1,14,"西甲",75,1350
"马克巴尔特拉","皇家贝蒂斯","33",2932,"1",2932,10,4,"10%",39,4,2,"1991-01-15","右脚","西班牙","2023-06-30","后卫",88,61,131,14,21,75,29,2267,0.877,4,0,0,299,0,13,"西甲",75,1575
"瓦拉内","皇家马德里","32(1)",2773,"2",1386.5,19,4,"10.5%",12,1,0,"1993-04-25","右脚","法国","2022-06-30","后卫",36,31,140,7,9,90,11,1698,0.89,4,0,0,216,1,4,"西甲",19,7200
"伊斯科","皇家马德里","26(16)",1096,"3",365.3,25,7,"12%",26,4,0,"1992-04-21","右脚","西班牙","2022-06-30","中场",26,5,3,30,1,5,19,875,0.885,24,2,548,49,4,28,"西甲",19,5400
"马塞洛","皇家马德里","23(2)",1854,"2",927,35,12,"5.7%",20,5,1,"1988-05-12","左脚","巴西、西班牙","2022-06-30","后卫",33,17,15,14,2,7,19,1326,0.832,33,2,927,153,4,33,"西甲",19,3150
"卡瓦哈尔","皇家马德里","24(1)",2106,"1",2106,11,4,"9.1%",34,2,1,"1992-01-11","右脚","西班牙","2022-06-30","后卫",42,29,29,18,7,21,30,1544,0.875,30,2,1053,116,1,33,"西甲",19,5400
"纳瓦斯","皇家马德里","10",900,"0",0,0,0,"0%",2,0,0,"1986-12-15","右脚","哥斯达黎加、西班牙","2020-06-30","守门员",0,1,6,0,0,5,0,236,0.754,0,0,0,98,0,0,"西甲",19,1080
"纳乔","皇家马德里","20(1)",1724,"0",0,5,0,"0%",12,0,0,"1990-01-18","右脚","西班牙","2020-06-30","后卫",27,34,60,6,7,31,27,984,0.901,6,1,1724,65,0,9,"西甲",19,2700
"B.迪亚兹","皇家马德里","9(3)",467,"1",467,7,5,"14.3%",14,0,0,"1999-08-03","左脚","西班牙、摩洛哥","2025-06-30","中场",10,0,0,8,0,0,4,162,0.858,7,1,467,2,2,17,"西甲",19,1530
"卢卡斯","皇家马德里","31(16)",1529,"1",1529,24,11,"4.2%",38,2,1,"1991-07-01","右脚","西班牙","2021-06-30","中场",41,12,6,37,1,8,41,873,0.842,30,3,509.7,53,3,34,"西甲",19,2250
"本泽马","皇家马德里","36(1)",2962,"21(3)",164.6,104,46,"17.3%",22,36,8,"1987-12-19","双脚","法国、阿尔及利亚","2021-06-30","前锋",25,8,24,49,1,40,23,1179,0.827,48,6,493.7,53,7,43,"西甲",19,3600
"S.拉莫斯","皇家马德里","28",2475,"6(5)",2475,31,13,"3.2%",35,5,2,"1986-03-30","右脚","西班牙","2021-06-30","后卫",41,42,89,4,14,65,30,1918,0.921,8,1,2475,265,3,3,"西甲",19,2700
"贝尔","皇家马德里","29(8)",1792,"8(1)",256,76,32,"9.2%",22,15,2,"1989-07-16","左脚","威尔士","2022-06-30","中场",14,11,11,21,2,35,18,690,0.778,17,3,597.3,58,2,22,"西甲",19,6300
"库尔图瓦","皇家马德里","27",2430,"0",0,1,0,"0%",5,0,0,"1992-05-11","左脚","比利时","2024-06-30","守门员",0,2,9,0,0,9,0,669,0.726,0,0,0,288,0,1,"西甲",19,5850
"克罗斯","皇家马德里","28(1)",2304,"0",0,30,9,"0%",55,1,2,"1990-01-04","双脚","德国","2023-06-30","中场",53,16,13,13,4,22,22,2066,0.934,62,4,576,254,6,12,"西甲",19,7200
"阿森西奥","皇家马德里","29(10)",1759,"1",1759,45,17,"2.2%",21,8,0,"1996-01-21","左脚","西班牙、荷兰","2023-06-30","中场",12,14,4,14,1,5,17,903,0.867,31,4,439.8,38,6,37,"西甲",19,7200
"雷吉隆","皇家马德里","13(1)",1076,"0",0,6,0,"0%",26,0,0,"1996-12-16","左脚","西班牙","2020-06-30","后卫",22,21,29,6,4,11,23,611,0.874,17,2,538,50,0,10,"西甲",19,1350
"阿尔瓦罗·奥德里奥佐拉","皇家马德里","14",1179,"0",0,1,1,"0%",19,5,0,"1995-12-14","右脚","西班牙","2024-06-30","后卫",29,10,12,9,1,1,15,596,0.904,18,2,589.5,19,0,7,"西甲",19,2700
"J.瓦雷乔","皇家马德里","5(1)",362,"1",362,1,1,"100%",2,0,0,"1997-01-05","右脚","西班牙","2021-06-30","后卫",6,7,12,1,4,3,3,156,0.878,0,0,0,23,0,0,"西甲",19,900
"维尼修斯","皇家马德里","18(9)",864,"2",432,42,17,"4.8%",20,8,0,"2000-07-12","右脚","巴西","2025-06-30","中场",8,6,0,24,1,1,13,280,0.771,15,0,0,7,5,41,"西甲",19,6300
"塞巴洛斯","皇家马德里","23(10)",1246,"3",415.3,22,5,"13.6%",40,1,0,"1996-08-07","右脚","西班牙","2023-06-30","中场",32,13,4,30,1,9,16,1015,0.929,24,0,0,56,2,15,"西甲",19,1800
"马里亚诺","皇家马德里","13(10)",439,"3",146.3,23,8,"13%",4,14,0,"1993-08-01","右脚","西班牙、西班牙","2023-06-30","前锋",2,0,2,3,0,11,5,94,0.745,5,0,0,2,2,1,"西甲",19,1800
"莫德里奇","皇家马德里","34(3)",2618,"3",872.7,37,12,"8.1%",46,4,1,"1985-09-09","双脚","克罗地亚","2020-06-30","中场",49,32,6,45,3,11,28,1887,0.89,54,6,436.3,184,7,54,"西甲",19,2250
"卡塞米罗","皇家马德里","29(2)",2327,"3",775.7,40,8,"7.5%",49,0,4,"1992-02-23","右脚","巴西","2021-06-30","中场",86,37,52,17,12,89,47,1610,0.882,14,0,0,190,0,16,"西甲",19,5400
"费德里科.瓦弗代","皇家马德里","15(9)",650,"0",0,7,1,"0%",2,0,0,"1998-07-22","右脚","乌拉圭、西班牙","2021-06-30","中场",11,21,10,3,2,9,15,370,0.862,9,0,0,27,2,13,"西甲",19,1800
"马丁.梅尔兰茨","皇家社会","1(1)",5,"0",0,0,0,"0%",0,0,0,"1995-06-12",NA,"西班牙","2020-06-30","中场",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"西甲",55,90
"帕尔多","皇家社会","24(8)",1381,"1",1381,21,4,"4.8%",10,1,0,"1992-10-22","右脚","西班牙","2020-06-30","中场",11,20,7,11,6,10,13,801,0.826,35,2,690.5,111,5,8,"西甲",55,135
"奥亚尔萨瓦尔","皇家社会","37(1)",3160,"13(3)",316,66,28,"15.2%",38,11,1,"1997-04-21","左脚","西班牙","2024-06-30","中场",34,16,22,76,3,46,33,926,0.737,45,2,1580,51,8,47,"西甲",55,3150
"R.诺曼德","皇家社会","4(1)",283,"0",0,2,0,"0%",2,0,0,"1996-11-11","右脚","法国","2022-06-30","后卫",6,5,12,0,0,8,3,217,0.88,2,1,283,29,0,1,"西甲",55,360
"艾路斯度","皇家社会","27(3)",2270,"1",2270,10,5,"10%",28,0,0,"1994-03-28","右脚","西班牙","2022-06-30","后卫",47,42,138,4,7,66,22,1103,0.784,9,0,0,147,1,17,"西甲",55,450
"莫亚","皇家社会","11",990,"0",0,0,0,"0%",1,0,0,"1984-04-02","右脚","西班牙","2020-06-30","守门员",1,1,15,0,0,6,0,326,0.788,0,0,0,165,0,1,"西甲",55,180
"索郎姆杜萨","皇家社会","21(8)",1239,"2",619.5,10,2,"20%",36,2,1,"1986-07-19","右脚","西班牙、法国","2019-06-30","中场",28,26,22,28,4,41,18,602,0.811,11,0,0,36,4,5,"西甲",55,270
"伊利亚拉门迪","皇家社会","23(3)",1830,"1",1830,14,4,"7.1%",35,0,0,"1990-03-08","右脚","西班牙","2023-06-30","中场",43,32,42,15,9,28,33,1232,0.849,11,1,1830,136,7,6,"西甲",55,1800
"凯文.罗德里格斯","皇家社会","5",450,"0",0,2,1,"0%",6,0,0,"1994-03-05","左脚","葡萄牙、德国","2020-06-30","中场",20,8,12,7,3,7,5,176,0.722,5,0,0,15,0,8,"西甲",55,27
"卢卡.桑加利","皇家社会","17(5)",1038,"1",1038,11,5,"9.1%",17,0,1,"1995-02-10",NA,"西班牙","2020-06-30","中场",20,5,3,21,1,9,11,353,0.751,9,3,346,20,2,16,"西甲",55,90
"伊戈尔.祖比迪亚","皇家社会","32(3)",2507,"0",0,15,4,"0%",12,0,2,"1997-03-30","右脚","西班牙","2024-06-30","中场",62,48,49,31,6,57,35,1178,0.858,8,1,2507,133,0,29,"西甲",55,450
"H.莫雷诺","皇家社会","25(4)",1929,"1",1929,6,1,"16.7%",13,3,0,"1988-01-17","左脚","墨西哥、西班牙","2021-06-30","后卫",16,30,72,3,19,37,17,1190,0.861,4,0,0,171,0,2,"西甲",55,360
"M.梅里诺","皇家社会","28(4)",2067,"3",689,23,10,"13%",37,1,2,"1996-06-22","左脚","西班牙","2023-06-30","中场",51,28,34,49,2,83,71,1077,0.793,14,3,689,94,7,26,"西甲",55,1080
"贾努扎伊","皇家社会","20(7)",1252,"1",1252,32,6,"3.1%",35,5,3,"1995-02-05","左脚","比利时、科索沃","2022-06-30","中场",11,5,4,51,0,3,16,430,0.756,30,3,417.3,54,3,64,"西甲",55,1350
"A.穆古魯扎","皇家社会","7(2)",418,"1",418,5,1,"20%",4,3,1,"2001-12-27",NA,"西班牙","2025-06-30","中场",7,4,1,7,0,2,11,96,0.802,7,0,0,6,1,18,"西甲",55,900
"劳尔.纳瓦斯","皇家社会","16(1)",1311,"0",0,5,0,"0%",13,1,0,"1988-05-11","右脚","西班牙","2020-06-30","后卫",24,21,60,0,9,30,10,859,0.868,6,0,0,120,0,3,"西甲",55,270
"克里斯蒂安.波尔图","皇家社会","34(1)",2833,"9(1)",354.1,37,19,"21.6%",42,11,2,"1992-05-21","右脚","西班牙","2022-06-30","中场",33,9,1,64,1,26,26,629,0.734,33,2,1416.5,26,2,34,"西甲",55,900
